# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2706
# Selected columns: 1/622 
# Timestamp: Fri, 18-Mar-2022 17:30:39
Gene ID	Gene Name	uterine cervix, cervical adenocarcinoma, HeLa
ENSG00000060688	SNRNP40	76.0
ENSG00000060718	COL11A1	0.2
ENSG00000060749	QSER1	47.0
ENSG00000060762	MPC1	36.0
ENSG00000060971	ACAA1	23.0
ENSG00000060982	BCAT1	4.0
ENSG00000061273	HDAC7	37.0
ENSG00000061455	PRDM6	1.0
ENSG00000061656	SPAG4	4.0
ENSG00000061676	NCKAP1	36.0
ENSG00000061794	MRPS35	137.0
ENSG00000061936	SFSWAP	20.0
ENSG00000061938	TNK2	16.0
ENSG00000061987	MON2	11.0
ENSG00000062038	CDH3	0.7
ENSG00000062194	GPBP1	38.0
ENSG00000062282	DGAT2	2.0
ENSG00000062370	ZNF112	5.0
ENSG00000062485	CS	167.0
ENSG00000062524	LTK	0.2
ENSG00000062582	MRPS24	39.0
ENSG00000062598	ELMO2	21.0
ENSG00000062650	WAPL	46.0
ENSG00000062716	VMP1	123.0
ENSG00000062725	APPBP2	12.0
ENSG00000062822	POLD1	87.0
ENSG00000063015	SEZ6	0.2
ENSG00000063046	EIF4B	373.0
ENSG00000063127	SLC6A16	0.1
ENSG00000063169	BICRA	8.0
ENSG00000063176	SPHK2	9.0
ENSG00000063177	RPL18	380.0
ENSG00000063180	CA11	5.0
ENSG00000063241	ISOC2	16.0
ENSG00000063244	U2AF2	306.0
ENSG00000063245	EPN1	38.0
ENSG00000063322	MED29	58.0
ENSG00000063438	AHRR	9.0
ENSG00000063587	ZNF275	10.0
ENSG00000063601	MTMR1	40.0
ENSG00000063660	GPC1	165.0
ENSG00000063761	ADCK1	5.0
ENSG00000063854	HAGH	19.0
ENSG00000063978	RNF4	54.0
ENSG00000064012	CASP8	22.0
ENSG00000064042	LIMCH1	184.0
ENSG00000064102	INTS13	93.0
ENSG00000064115	TM7SF3	132.0
ENSG00000064195	DLX3	8.0
ENSG00000064199	SPA17	2.0
ENSG00000064205	CCN5	137.0
ENSG00000064225	ST3GAL6	0.3
ENSG00000064270	ATP2C2	0.2
ENSG00000064300	NGFR	0.2
ENSG00000064309	CDON	4.0
ENSG00000064313	TAF2	35.0
ENSG00000064393	HIPK2	16.0
ENSG00000064419	TNPO3	129.0
ENSG00000064489	BORCS8-MEF2B	0.5
ENSG00000064490	RFXANK	56.0
ENSG00000064545	TMEM161A	39.0
ENSG00000064547	LPAR2	2.0
ENSG00000064601	CTSA	82.0
ENSG00000064607	SUGP2	37.0
ENSG00000064651	SLC12A2	16.0
ENSG00000064652	SNX24	19.0
ENSG00000064655	EYA2	0.2
ENSG00000064666	CNN2	241.0
ENSG00000064687	ABCA7	32.0
ENSG00000064692	SNCAIP	1.0
ENSG00000064703	DDX20	28.0
ENSG00000064726	BTBD1	125.0
ENSG00000064763	FAR2	7.0
ENSG00000064787	BCAS1	0.1
ENSG00000064835	POU1F1	0.1
ENSG00000064932	SBNO2	66.0
ENSG00000064933	PMS1	13.0
ENSG00000064961	HMG20B	184.0
ENSG00000064989	CALCRL	0.1
ENSG00000064995	TAF11	95.0
ENSG00000064999	ANKS1A	20.0
ENSG00000065000	AP3D1	80.0
ENSG00000065029	ZNF76	14.0
ENSG00000065054	SLC9A3R2	89.0
ENSG00000065057	NTHL1	37.0
ENSG00000065060	UHRF1BP1	24.0
ENSG00000065135	GNAI3	20.0
ENSG00000065150	IPO5	198.0
ENSG00000065154	OAT	43.0
ENSG00000065183	WDR3	48.0
ENSG00000065243	PKN2	52.0
ENSG00000065268	WDR18	81.0
ENSG00000065308	TRAM2	41.0
ENSG00000065320	NTN1	0.1
ENSG00000065325	GLP2R	115.0
ENSG00000065328	MCM10	35.0
ENSG00000065357	DGKA	14.0
ENSG00000065361	ERBB3	0.3
ENSG00000065413	ANKRD44	5.0
ENSG00000065427	KARS1	234.0
ENSG00000065457	ADAT1	29.0
ENSG00000065485	PDIA5	11.0
ENSG00000065491	TBC1D22B	18.0
ENSG00000065518	NDUFB4	139.0
ENSG00000065526	SPEN	47.0
ENSG00000065534	MYLK	0.3
ENSG00000065548	ZC3H15	203.0
ENSG00000065559	MAP2K4	25.0
ENSG00000065600	PACC1	21.0
ENSG00000065613	SLK	51.0
ENSG00000065615	CYB5R4	9.0
ENSG00000065618	COL17A1	0.2
ENSG00000065621	GSTO2	4.0
ENSG00000065665	SEC61A2	13.0
ENSG00000065675	PRKCQ	0.1
ENSG00000065717	TLE2	3.0
ENSG00000065802	ASB1	25.0
ENSG00000065809	FAM107B	66.0
ENSG00000065833	ME1	84.0
ENSG00000065882	TBC1D1	14.0
ENSG00000065883	CDK13	27.0
ENSG00000065911	MTHFD2	69.0
ENSG00000065923	SLC9A7	6.0
ENSG00000065970	FOXJ2	23.0
ENSG00000065978	YBX1	2487.0
ENSG00000065989	PDE4A	10.0
ENSG00000066027	PPP2R5A	41.0
ENSG00000066032	CTNNA2	0.1
ENSG00000066044	ELAVL1	55.0
ENSG00000066056	TIE1	0.2
ENSG00000066084	DIP2B	28.0
ENSG00000066117	SMARCD1	71.0
ENSG00000066135	KDM4A	46.0
ENSG00000066136	NFYC	27.0
ENSG00000066185	ZMYND12	0.1
ENSG00000066230	SLC9A3	1.0
ENSG00000066248	NGEF	22.0
ENSG00000066279	ASPM	118.0
ENSG00000066294	CD84	0.2
ENSG00000066322	ELOVL1	202.0
ENSG00000066379	POLR1H	15.0
ENSG00000066382	MPPED2	0.1
ENSG00000066405	CLDN18	0.7
ENSG00000066422	ZBTB11	16.0
ENSG00000066427	ATXN3	2.0
ENSG00000066455	GOLGA5	33.0
ENSG00000066468	FGFR2	0.1
ENSG00000066557	LRRC40	49.0
ENSG00000066583	ISOC1	55.0
ENSG00000066629	EML1	9.0
ENSG00000066651	TRMT11	29.0
ENSG00000066654	THUMPD1	41.0
ENSG00000066697	MSANTD3	57.0
ENSG00000066735	KIF26A	116.0
ENSG00000066739	ATG2B	11.0
ENSG00000066777	ARFGEF1	17.0
ENSG00000066827	ZFAT	7.0
ENSG00000066855	MTFR1	29.0
ENSG00000066923	STAG3	2.0
ENSG00000066926	FECH	36.0
ENSG00000066933	MYO9A	8.0
ENSG00000067057	PFKP	386.0
ENSG00000067064	IDI1	36.0
ENSG00000067066	SP100	7.0
ENSG00000067082	KLF6	30.0
ENSG00000067113	PLPP1	19.0
ENSG00000067141	NEO1	2.0
ENSG00000067167	TRAM1	147.0
ENSG00000067177	PHKA1	24.0
ENSG00000067182	TNFRSF1A	136.0
ENSG00000067191	CACNB1	5.0
ENSG00000067208	EVI5	12.0
ENSG00000067221	STOML1	4.0
ENSG00000067225	PKM	1730.0
ENSG00000067248	DHX29	61.0
ENSG00000067334	DNTTIP2	67.0
ENSG00000067365	METTL22	7.0
ENSG00000067369	TP53BP1	35.0
ENSG00000067533	RRP15	28.0
ENSG00000067560	RHOA	1098.0
ENSG00000067596	DHX8	47.0
ENSG00000067601	PMS2P4	4.0
ENSG00000067606	PRKCZ	7.0
ENSG00000067704	IARS2	173.0
ENSG00000067715	SYT1	0.1
ENSG00000067798	NAV3	2.0
ENSG00000067829	IDH3G	105.0
ENSG00000067836	ROGDI	25.0
ENSG00000067840	PDZD4	2.0
ENSG00000067900	ROCK1	37.0
ENSG00000067955	CBFB	68.0
ENSG00000067992	PDK3	13.0
ENSG00000068001	HYAL2	45.0
ENSG00000068024	HDAC4	9.0
ENSG00000068028	RASSF1	50.0
ENSG00000068078	FGFR3	6.0
ENSG00000068079	IFI35	17.0
ENSG00000068097	HEATR6	28.0
ENSG00000068120	COASY	151.0
ENSG00000068137	PLEKHH3	52.0
ENSG00000068305	MEF2A	24.0
ENSG00000068308	OTUD5	97.0
ENSG00000068323	TFE3	71.0
ENSG00000068354	TBC1D25	21.0
ENSG00000068366	ACSL4	74.0
ENSG00000068383	INPP5A	51.0
ENSG00000068394	GPKOW	79.0
ENSG00000068400	GRIPAP1	44.0
ENSG00000068438	FTSJ1	147.0
ENSG00000068489	PRR11	113.0
ENSG00000068615	REEP1	10.0
ENSG00000068650	ATP11A	18.0
ENSG00000068654	POLR1A	42.0
ENSG00000068697	LAPTM4A	402.0
ENSG00000068724	TTC7A	41.0
ENSG00000068745	IP6K2	42.0
ENSG00000068784	SRBD1	13.0
ENSG00000068796	KIF2A	50.0
ENSG00000068831	RASGRP2	0.1
ENSG00000068878	PSME4	44.0
ENSG00000068885	IFT80	6.0
ENSG00000068903	SIRT2	15.0
ENSG00000068912	ERLEC1	63.0
ENSG00000068971	PPP2R5B	10.0
ENSG00000068976	PYGM	0.1
ENSG00000068985	PAGE1	3.0
ENSG00000069011	PITX1	143.0
ENSG00000069020	MAST4	6.0
ENSG00000069248	NUP133	46.0
ENSG00000069275	NUCKS1	347.0
ENSG00000069329	VPS35	51.0
ENSG00000069345	DNAJA2	49.0
ENSG00000069399	BCL3	37.0
ENSG00000069424	KCNAB2	13.0
ENSG00000069431	ABCC9	2.0
ENSG00000069482	GAL	158.0
ENSG00000069493	CLEC2D	2.0
ENSG00000069509	FUNDC1	63.0
ENSG00000069535	MAOB	13.0
ENSG00000069667	RORA	0.1
ENSG00000069696	DRD4	0.2
ENSG00000069702	TGFBR3	9.0
ENSG00000069712	ENSG00000069712	0.3
ENSG00000069764	PLA2G10	0.3
ENSG00000069812	HES2	0.6
ENSG00000069849	ATP1B3	306.0
ENSG00000069869	NEDD4	16.0
ENSG00000069943	PIGB	14.0
ENSG00000069956	MAPK6	51.0
ENSG00000069966	GNB5	22.0
ENSG00000069974	RAB27A	20.0
ENSG00000069998	HDHD5	33.0
ENSG00000070010	UFD1	32.0
ENSG00000070018	LRP6	18.0
ENSG00000070031	SCT	0.2
ENSG00000070047	PHRF1	49.0
ENSG00000070061	ELP1	115.0
ENSG00000070081	NUCB2	16.0
ENSG00000070087	PFN2	124.0
ENSG00000070159	PTPN3	9.0
ENSG00000070182	SPTB	0.7
ENSG00000070190	DAPP1	0.1
ENSG00000070193	FGF10	0.2
ENSG00000070214	SLC44A1	13.0
ENSG00000070269	TMEM260	4.0
ENSG00000070366	SMG6	10.0
ENSG00000070367	EXOC5	26.0
ENSG00000070371	CLTCL1	7.0
ENSG00000070388	FGF22	1.0
ENSG00000070404	FSTL3	510.0
ENSG00000070413	DGCR2	57.0
ENSG00000070423	RNF126	66.0
ENSG00000070444	MNT	19.0
ENSG00000070476	ZXDC	12.0
ENSG00000070495	JMJD6	23.0
ENSG00000070501	POLB	13.0
ENSG00000070526	ST6GALNAC1	0.2
ENSG00000070540	WIPI1	4.0
ENSG00000070601	FRMPD1	0.3
ENSG00000070610	GBA2	79.0
ENSG00000070614	NDST1	48.0
ENSG00000070669	ASNS	28.0
ENSG00000070718	AP3M2	8.0
ENSG00000070729	CNGB1	0.2
ENSG00000070731	ST6GALNAC2	0.5
ENSG00000070756	PABPC1	565.0
ENSG00000070759	TESK2	2.0
ENSG00000070761	CFAP20	38.0
ENSG00000070770	CSNK2A2	49.0
ENSG00000070778	PTPN21	5.0
ENSG00000070785	EIF2B3	62.0
ENSG00000070808	CAMK2A	0.1
ENSG00000070814	TCOF1	76.0
ENSG00000070831	CDC42	296.0
ENSG00000070882	OSBPL3	29.0
ENSG00000070915	SLC12A3	0.6
ENSG00000070950	RAD18	27.0
ENSG00000070961	ATP2B1	41.0
ENSG00000071051	NCK2	19.0
ENSG00000071054	MAP4K4	58.0
ENSG00000071073	MGAT4A	0.2
ENSG00000071082	RPL31	302.0
ENSG00000071127	WDR1	347.0
ENSG00000071189	SNX13	10.0
ENSG00000071203	MS4A12	1.0
ENSG00000071205	ARHGAP10	5.0
ENSG00000071242	RPS6KA2	46.0
ENSG00000071243	ING3	15.0
ENSG00000071246	VASH1	1.0
ENSG00000071282	LMCD1	0.5
ENSG00000071462	BUD23	93.0
ENSG00000071537	SEL1L	33.0
ENSG00000071539	TRIP13	263.0
ENSG00000071553	ATP6AP1	176.0
ENSG00000071564	TCF3	74.0
ENSG00000071575	TRIB2	0.7
ENSG00000071626	DAZAP1	80.0
ENSG00000071655	MBD3	40.0
ENSG00000071794	HLTF	36.0
ENSG00000071859	FAM50A	205.0
ENSG00000071889	FAM3A	46.0
ENSG00000071894	CPSF1	81.0
ENSG00000071909	MYO3B	0.1
ENSG00000071967	CYBRD1	16.0
ENSG00000071994	PDCD2	29.0
ENSG00000072041	SLC6A15	6.0
ENSG00000072042	RDH11	37.0
ENSG00000072062	PRKACA	75.0
ENSG00000072071	ADGRL1	2.0
ENSG00000072080	SPP2	0.7
ENSG00000072110	ACTN1	167.0
ENSG00000072121	ZFYVE26	11.0
ENSG00000072133	RPS6KA6	0.1
ENSG00000072134	EPN2	12.0
ENSG00000072135	PTPN18	20.0
ENSG00000072163	LIMS2	11.0
ENSG00000072195	SPEG	2.0
ENSG00000072201	LNX1	1.0
ENSG00000072210	ALDH3A2	75.0
ENSG00000072274	TFRC	255.0
ENSG00000072310	SREBF1	74.0
ENSG00000072364	AFF4	56.0
ENSG00000072401	UBE2D1	8.0
ENSG00000072415	MPP5	33.0
ENSG00000072422	RHOBTB1	15.0
ENSG00000072501	SMC1A	188.0
ENSG00000072506	HSD17B10	532.0
ENSG00000072518	MARK2	40.0
ENSG00000072571	HMMR	61.0
ENSG00000072609	CHFR	4.0
ENSG00000072682	P4HA2	49.0
ENSG00000072736	NFATC3	14.0
ENSG00000072756	TRNT1	22.0
ENSG00000072778	ACADVL	247.0
ENSG00000072786	STK10	14.0
ENSG00000072803	FBXW11	53.0
ENSG00000072818	ACAP1	0.5
ENSG00000072832	CRMP1	14.0
ENSG00000072840	EVC	11.0
ENSG00000072849	DERL2	27.0
ENSG00000072864	NDE1	25.0
ENSG00000072954	TMEM38A	6.0
ENSG00000072958	AP1M1	18.0
ENSG00000073008	PVR	180.0
ENSG00000073050	XRCC1	65.0
ENSG00000073060	SCARB1	105.0
ENSG00000073067	CYP2W1	0.3
ENSG00000073111	MCM2	221.0
ENSG00000073146	MOV10L1	0.1
ENSG00000073150	PANX2	15.0
ENSG00000073169	SELENOO	48.0
ENSG00000073282	TP63	0.4
ENSG00000073331	ALPK1	1.0
ENSG00000073350	LLGL2	11.0
ENSG00000073417	PDE8A	28.0
ENSG00000073464	CLCN4	11.0
ENSG00000073536	NLE1	30.0
ENSG00000073578	SDHA	239.0
ENSG00000073584	SMARCE1	18.0
ENSG00000073598	FNDC8	0.3
ENSG00000073605	GSDMB	0.7
ENSG00000073614	KDM5A	36.0
ENSG00000073670	ADAM11	1.0
ENSG00000073711	PPP2R3A	2.0
ENSG00000073712	FERMT2	121.0
ENSG00000073734	ABCB11	0.2
ENSG00000073756	PTGS2	5.0
ENSG00000073792	IGF2BP2	2.0
ENSG00000073803	MAP3K13	4.0
ENSG00000073849	ST6GAL1	0.2
ENSG00000073905	VDAC1P1	7.0
ENSG00000073910	FRY	2.0
ENSG00000073921	PICALM	177.0
ENSG00000073969	NSF	51.0
ENSG00000074047	GLI2	14.0
ENSG00000074054	CLASP1	26.0
ENSG00000074071	MRPS34	479.0
ENSG00000074181	NOTCH3	29.0
ENSG00000074201	CLNS1A	83.0
ENSG00000074211	PPP2R2C	5.0
ENSG00000074219	TEAD2	44.0
ENSG00000074266	EED	23.0
ENSG00000074276	CDHR2	0.1
ENSG00000074319	TSG101	41.0
ENSG00000074356	NCBP3	22.0
ENSG00000074370	ATP2A3	48.0
ENSG00000074410	CA12	27.0
ENSG00000074416	MGLL	68.0
ENSG00000074527	NTN4	20.0
ENSG00000074582	BCS1L	52.0
ENSG00000074590	NUAK1	18.0
ENSG00000074603	DPP8	27.0
ENSG00000074621	SLC24A1	2.0
ENSG00000074657	ZNF532	26.0
ENSG00000074660	SCARF1	0.1
ENSG00000074695	LMAN1	152.0
ENSG00000074696	HACD3	98.0
ENSG00000074755	ZZEF1	28.0
ENSG00000074800	ENO1	4369.0
ENSG00000074842	MYDGF	362.0
ENSG00000074855	ANO8	14.0
ENSG00000074935	TUBE1	4.0
ENSG00000074964	ARHGEF10L	12.0
ENSG00000074966	TXK	0.1
ENSG00000075073	TACR2	0.2
ENSG00000075089	ACTR6	21.0
ENSG00000075131	TIPIN	46.0
ENSG00000075142	SRI	97.0
ENSG00000075151	EIF4G3	78.0
ENSG00000075188	NUP37	33.0
ENSG00000075213	SEMA3A	9.0
ENSG00000075218	GTSE1	93.0
ENSG00000075223	SEMA3C	104.0
ENSG00000075234	TTC38	48.0
ENSG00000075239	ACAT1	33.0
ENSG00000075240	GRAMD4	7.0
ENSG00000075275	CELSR1	50.0
ENSG00000075292	ZNF638	34.0
ENSG00000075303	SLC25A40	15.0
ENSG00000075336	TIMM21	34.0
ENSG00000075340	ADD2	0.4
ENSG00000075391	RASAL2	10.0
ENSG00000075399	VPS9D1	8.0
ENSG00000075407	ZNF37A	11.0
ENSG00000075413	MARK3	28.0
ENSG00000075415	SLC25A3	191.0
ENSG00000075420	FNDC3B	37.0
ENSG00000075426	FOSL2	110.0
ENSG00000075461	CACNG4	10.0
ENSG00000075539	FRYL	11.0
ENSG00000075568	TMEM131	15.0
ENSG00000075618	FSCN1	560.0
ENSG00000075624	ACTB	8121.0
ENSG00000075643	MOCOS	42.0
ENSG00000075651	PLD1	6.0
ENSG00000075702	WDR62	25.0
ENSG00000075711	DLG1	23.0
ENSG00000075785	RAB7A	285.0
ENSG00000075790	BCAP29	23.0
ENSG00000075826	SEC31B	2.0
ENSG00000075856	SART3	47.0
ENSG00000075884	ARHGAP15	0.1
ENSG00000075886	TUBA3D	1.0
ENSG00000075914	EXOSC7	38.0
ENSG00000075945	KIFAP3	14.0
ENSG00000075975	MKRN2	72.0
ENSG00000076003	MCM6	197.0
ENSG00000076043	REXO2	57.0
ENSG00000076053	RBM7	8.0
ENSG00000076067	RBMS2	22.0
ENSG00000076108	BAZ2A	41.0
ENSG00000076201	PTPN23	49.0
ENSG00000076242	MLH1	74.0
ENSG00000076248	UNG	100.0
ENSG00000076258	FMO4	0.4
ENSG00000076321	KLHL20	23.0
ENSG00000076344	RGS11	0.8
ENSG00000076351	SLC46A1	10.0
ENSG00000076356	PLXNA2	21.0
ENSG00000076382	SPAG5	134.0
ENSG00000076513	ANKRD13A	16.0
ENSG00000076554	TPD52	67.0
ENSG00000076555	ACACB	5.0
ENSG00000076604	TRAF4	124.0
ENSG00000076641	PAG1	0.7
ENSG00000076650	GPATCH1	12.0
ENSG00000076685	NT5C2	25.0
ENSG00000076706	MCAM	341.0
ENSG00000076770	MBNL3	14.0
ENSG00000076826	CAMSAP3	3.0
ENSG00000076864	RAP1GAP	3.0
ENSG00000076924	XAB2	38.0
ENSG00000076928	ARHGEF1	33.0
ENSG00000076944	STXBP2	14.0
ENSG00000076984	MAP2K7	34.0
ENSG00000077044	DGKD	116.0
ENSG00000077063	CTTNBP2	0.2
ENSG00000077092	RARB	0.2
ENSG00000077097	TOP2B	110.0
ENSG00000077147	TM9SF3	109.0
ENSG00000077150	NFKB2	31.0
ENSG00000077152	UBE2T	179.0
ENSG00000077157	PPP1R12B	5.0
ENSG00000077232	DNAJC10	29.0
ENSG00000077235	GTF3C1	89.0
ENSG00000077238	IL4R	8.0
ENSG00000077254	USP33	37.0
ENSG00000077264	PAK3	0.4
ENSG00000077312	SNRPA	125.0
ENSG00000077348	EXOSC5	65.0
ENSG00000077380	DYNC1I2	82.0
ENSG00000077420	APBB1IP	1.0
ENSG00000077454	LRCH4	8.0
ENSG00000077458	FAM76B	12.0
ENSG00000077463	SIRT6	25.0
ENSG00000077514	POLD3	38.0
ENSG00000077549	CAPZB	388.0
ENSG00000077585	GPR137B	2.0
ENSG00000077616	NAALAD2	0.5
ENSG00000077684	JADE1	37.0
ENSG00000077713	SLC25A43	24.0
ENSG00000077721	UBE2A	68.0
ENSG00000077782	FGFR1	11.0
ENSG00000077935	SMC1B	0.7
ENSG00000077942	FBLN1	225.0
ENSG00000078018	MAP2	9.0
ENSG00000078043	PIAS2	4.0
ENSG00000078061	ARAF	112.0
ENSG00000078070	MCCC1	15.0
ENSG00000078081	LAMP3	1.0
ENSG00000078098	FAP	0.6
ENSG00000078114	NEBL	3.0
ENSG00000078124	ACER3	16.0
ENSG00000078140	UBE2K	85.0
ENSG00000078142	PIK3C3	6.0
ENSG00000078177	N4BP2	6.0
ENSG00000078237	TIGAR	33.0
ENSG00000078246	TULP3	36.0
ENSG00000078269	SYNJ2	35.0
ENSG00000078295	ADCY2	0.1
ENSG00000078304	PPP2R5C	25.0
ENSG00000078319	PMS2P1	21.0
ENSG00000078369	GNB1	269.0
ENSG00000078399	HOXA9	2.0
ENSG00000078401	EDN1	7.0
ENSG00000078403	MLLT10	16.0
ENSG00000078487	ZCWPW1	0.8
ENSG00000078596	ITM2A	0.2
ENSG00000078618	NRDC	156.0
ENSG00000078668	VDAC3	159.0
ENSG00000078674	PCM1	32.0
ENSG00000078687	TNRC6C	2.0
ENSG00000078699	CBFA2T2	8.0
ENSG00000078747	ITCH	46.0
ENSG00000078795	PKD2L2	0.4
ENSG00000078804	TP53INP2	11.0
ENSG00000078808	SDF4	210.0
ENSG00000078814	MYH7B	0.3
ENSG00000078900	TP73	4.0
ENSG00000078902	TOLLIP	8.0
ENSG00000078967	UBE2D4	13.0
ENSG00000079112	CDH17	0.3
ENSG00000079134	THOC1	13.0
ENSG00000079150	FKBP7	9.0
ENSG00000079156	OSBPL6	3.0
ENSG00000079215	SLC1A3	4.0
ENSG00000079246	XRCC5	526.0
ENSG00000079257	LXN	21.0
ENSG00000079277	MKNK1	16.0
ENSG00000079308	TNS1	8.0
ENSG00000079313	REXO1	24.0
ENSG00000079332	SAR1A	70.0
ENSG00000079335	CDC14A	3.0
ENSG00000079337	RAPGEF3	1.0
ENSG00000079385	CEACAM1	0.1
ENSG00000079387	SENP1	21.0
ENSG00000079432	CIC	39.0
ENSG00000079435	LIPE	2.0
ENSG00000079459	FDFT1	36.0
ENSG00000079462	PAFAH1B3	56.0
ENSG00000079482	OPHN1	7.0
ENSG00000079616	KIF22	111.0
ENSG00000079691	CARMIL1	20.0
ENSG00000079739	PGM1	101.0
ENSG00000079785	DDX1	246.0
ENSG00000079805	DNM2	49.0
ENSG00000079819	EPB41L2	43.0
ENSG00000079841	RIMS1	0.7
ENSG00000079931	MOXD1	0.1
ENSG00000079950	STX7	5.0
ENSG00000079974	RABL2B	8.0
ENSG00000079999	KEAP1	39.0
ENSG00000080031	PTPRH	0.4
ENSG00000080189	SLC35C2	25.0
ENSG00000080200	CRYBG3	6.0
ENSG00000080224	EPHA6	1.0
ENSG00000080298	RFX3	4.0
ENSG00000080345	RIF1	27.0
ENSG00000080371	RAB21	14.0
ENSG00000080493	SLC4A4	0.2
ENSG00000080503	SMARCA2	86.0
ENSG00000080546	SESN1	6.0
ENSG00000080561	MID2	9.0
ENSG00000080572	DNAAF6	0.1
ENSG00000080573	COL5A3	1.0
ENSG00000080603	SRCAP	73.0
ENSG00000080608	PUM3	151.0
ENSG00000080644	CHRNA3	0.8
ENSG00000080709	KCNN2	0.1
ENSG00000080802	CNOT4	15.0
ENSG00000080815	PSEN1	22.0
ENSG00000080819	CPOX	23.0
ENSG00000080822	CLDND1	17.0
ENSG00000080823	MOK	1.0
ENSG00000080824	HSP90AA1	1486.0
ENSG00000080839	RBL1	31.0
ENSG00000080845	DLGAP4	32.0
ENSG00000080947	CROCCP3	2.0
ENSG00000080986	NDC80	54.0
ENSG00000081014	AP4E1	29.0
ENSG00000081019	RSBN1	8.0
ENSG00000081026	MAGI3	12.0
ENSG00000081041	CXCL2	2.0
ENSG00000081051	AFP	0.8
ENSG00000081052	COL4A4	66.0
ENSG00000081059	TCF7	4.0
ENSG00000081087	OSTM1	26.0
ENSG00000081138	CDH7	0.4
ENSG00000081148	IMPG2	0.1
ENSG00000081154	PCNP	140.0
ENSG00000081177	EXD2	10.0
ENSG00000081181	ARG2	1.0
ENSG00000081189	MEF2C	3.0
ENSG00000081277	PKP1	1.0
ENSG00000081307	UBA5	24.0
ENSG00000081320	STK17B	16.0
ENSG00000081377	CDC14B	4.0
ENSG00000081386	ZNF510	9.0
ENSG00000081479	LRP2	0.1
ENSG00000081665	ZNF506	0.7
ENSG00000081692	JMJD4	17.0
ENSG00000081721	DUSP12	60.0
ENSG00000081760	AACS	12.0
ENSG00000081791	DELE1	40.0
ENSG00000081803	CADPS2	0.5
ENSG00000081818	PCDHB4	0.3
ENSG00000081853	PCDHGA2	0.1
ENSG00000081870	HSPB11	33.0
ENSG00000081913	PHLPP1	8.0
ENSG00000081923	ATP8B1	6.0
ENSG00000081985	IL12RB2	0.4
ENSG00000082014	SMARCD3	11.0
ENSG00000082068	WDR70	33.0
ENSG00000082074	FYB1	0.1
ENSG00000082126	MPP4	0.1
ENSG00000082146	STRADB	11.0
ENSG00000082153	BZW1	339.0
ENSG00000082196	C1QTNF3	1.0
ENSG00000082212	ME2	27.0
ENSG00000082213	C5orf22	76.0
ENSG00000082258	CCNT2	15.0
ENSG00000082269	FAM135A	4.0
ENSG00000082397	EPB41L3	0.2
ENSG00000082438	COBLL1	6.0
ENSG00000082458	DLG3	23.0
ENSG00000082482	KCNK2	0.3
ENSG00000082497	SERTAD4	0.4
ENSG00000082512	TRAF5	7.0
ENSG00000082515	MRPL22	30.0
ENSG00000082516	GEMIN5	68.0
ENSG00000082641	NFE2L1	234.0
ENSG00000082701	GSK3B	38.0
ENSG00000082781	ITGB5	97.0
ENSG00000082805	ERC1	36.0
ENSG00000082898	XPO1	131.0
ENSG00000082996	RNF13	24.0
ENSG00000083067	TRPM3	0.6
ENSG00000083093	PALB2	20.0
ENSG00000083097	DOP1A	4.0
ENSG00000083099	LYRM2	15.0
ENSG00000083123	BCKDHB	17.0
ENSG00000083168	KAT6A	19.0
ENSG00000083223	TUT7	19.0
ENSG00000083290	ULK2	4.0
ENSG00000083307	GRHL2	0.1
ENSG00000083312	TNPO1	181.0
ENSG00000083444	PLOD1	319.0
ENSG00000083454	P2RX5	20.0
ENSG00000083457	ITGAE	17.0
ENSG00000083520	DIS3	34.0
ENSG00000083535	PIBF1	14.0
ENSG00000083544	TDRD3	12.0
ENSG00000083635	NUFIP1	13.0
ENSG00000083642	PDS5B	18.0
ENSG00000083720	OXCT1	345.0
ENSG00000083750	RRAGB	10.0
ENSG00000083799	CYLD	8.0
ENSG00000083807	SLC27A5	5.0
ENSG00000083812	ZNF324	7.0
ENSG00000083814	ZNF671	2.0
ENSG00000083817	ZNF416	7.0
ENSG00000083828	ZNF586	10.0
ENSG00000083838	ZNF446	3.0
ENSG00000083844	ZNF264	7.0
ENSG00000083845	RPS5	561.0
ENSG00000083857	FAT1	74.0
ENSG00000083896	YTHDC1	43.0
ENSG00000083937	CHMP2B	54.0
ENSG00000084070	SMAP2	35.0
ENSG00000084072	PPIE	27.0
ENSG00000084073	ZMPSTE24	146.0
ENSG00000084090	STARD7	161.0
ENSG00000084092	NOA1	25.0
ENSG00000084093	REST	21.0
ENSG00000084110	HAL	0.1
ENSG00000084112	SSH1	12.0
ENSG00000084207	GSTP1	940.0
ENSG00000084234	APLP2	154.0
ENSG00000084444	FAM234B	6.0
ENSG00000084453	SLCO1A2	0.1
ENSG00000084463	WBP11	143.0
ENSG00000084623	EIF3I	678.0
ENSG00000084628	NKAIN1	0.6
ENSG00000084636	COL16A1	6.0
ENSG00000084652	TXLNA	120.0
ENSG00000084676	NCOA1	8.0
ENSG00000084693	AGBL5	31.0
ENSG00000084710	EFR3B	0.3
ENSG00000084731	KIF3C	5.0
ENSG00000084733	RAB10	164.0
ENSG00000084754	HADHA	227.0
ENSG00000084764	MAPRE3	9.0
ENSG00000084774	CAD	86.0
